NOVA_LB,NOVA_WICK,symbol,exp,entry_time,exit_time,entry,exit,notional,pnl,r_mult,exit_side,bars_held
55,0.5,BTCUSDT,F_008,2026-06-27T22:10:00+00:00,2026-06-27T22:15:00+00:00,60203.973553,59983.918668,1000.0,-3.6552,,stop,1
55,0.5,BTCUSDT,F_008,2026-06-28T05:20:00+00:00,2026-06-28T05:20:00+00:00,60099.658119,59913.967147,1000.0,-3.0897,,stop,0
55,0.5,BTCUSDT,F_008,2026-06-28T22:25:00+00:00,2026-06-28T22:30:00+00:00,59571.502408,59169.053941,1000.0,-6.7557,,stop,1
55,0.5,BTCUSDT,F_008,2026-06-30T00:05:00+00:00,2026-06-30T00:05:00+00:00,60350.403665,60166.202931,1000.0,-3.0522,,stop,0
55,0.5,BTCUSDT,F_008,2026-06-30T04:00:00+00:00,2026-06-30T04:05:00+00:00,59704.985711,59466.970876,1000.0,-3.9865,,stop,1
55,0.5,BTCUSDT,F_008,2026-06-30T08:50:00+00:00,2026-06-30T11:25:00+00:00,59362.901579,59135.880579,1000.0,-3.8243,,stop,31
55,0.5,BTCUSDT,F_008,2026-06-30T12:30:00+00:00,2026-06-30T12:45:00+00:00,58942.445696,58650.893143,1000.0,-4.9464,,stop,3
55,0.5,BTCUSDT,F_008,2026-06-30T15:10:00+00:00,2026-07-01T01:10:00+00:00,58415.852013,57837.127304,1000.0,-9.907,,stop,120
55,0.5,BTCUSDT,F_008,2026-07-01T12:10:00+00:00,2026-07-01T12:10:00+00:00,58617.533859,58384.518044,1000.0,-3.9752,,stop,0
55,0.5,BTCUSDT,F_008,2026-07-02T08:00:00+00:00,2026-07-02T08:45:00+00:00,60228.184987,60441.962442,1000.0,3.5495,,tp,9
55,0.5,BTCUSDT,F_008,2026-07-04T01:30:00+00:00,2026-07-04T06:20:00+00:00,62573.249613,62327.268694,1000.0,-3.9311,,stop,58
